0	1	0.04
0.006122	0.992382	0.03980933153987497
0.012245	0.969872	0.03924334387643477
0.018367	0.933483	0.03831990719499812
0.02449	0.884821	0.03706768731620839
0.030612	0.825981	0.03552485905552161
0.036735	0.7594030000000001	0.03373714955371815
0.042857	0.687717	0.03175578129564912
0.04898	0.613577	0.02963511679943254
0.055102	0.539508	0.02743044248850924
0.061224	0.467767	0.0251957181527849
0.067347	0.400241	0.02298179091719538
0.07346900000000001	0.338371	0.02083460969027385
0.079592	0.283126	0.01879413568077882
0.085714	0.235002	0.01689312145739209
0.091837	0.194064	0.01515644871532272
0.097959	0.160008	0.01360037999625009
0.104082	0.132248	0.01223225543306919
0.110204	0.110004	0.01105009527622837
0.116327	0.09239700000000001	0.0100430324518094
0.122449	0.07853	0.009192261401124665
0.128571	0.067556	0.008473021125263786
0.134694	0.058734	0.007857869554303456
0.140816	0.051454	0.007319582248215656
0.146939	0.045253	0.006834355757571261
0.153061	0.039809	0.006383747858581627
0.159184	0.034922	0.005955448678889222
0.165306	0.030489	0.005543219886519176
0.171429	0.026478	0.005146398584035422
0.177551	0.02289	0.004767732448989498
0.183673	0.019743	0.004412723584081659
0.189796	0.017047	0.004087394814187783
0.195918	0.014797	0.003797257601710778
0.202041	0.012964	0.003545426878597668
0.208163	0.011498	0.003331841824822447
0.214286	0.010334	0.003153028508684124
0.220408	0.0094	0.003002607914449797
0.226531	0.008626	0.002872547853040313
0.232653	0.007952000000000001	0.002754739617152954
0.238776	0.00733	0.002641762575160479
0.244898	0.006734	0.002529168588671437
0.25102	0.00615	0.002414158071203718
0.257143	0.005581	0.002296992723474371
0.263265	0.00504	0.002180188721915862
0.269388	0.004544	0.002067715945562326
0.27551	0.00411	0.001964378450978953
0.281633	0.003751	0.001874872239733907
0.287755	0.003471	0.001802165798598652
0.293878	0.003268	0.001747672711354774
0.3	0.003132	0.001710248229555987
