# step		box_length		density		pressure
#0 15.4933 0.550683 0.408088
10 15.5808 0.541449 0.0955087
20 15.567 0.542889 0.0554224
30 15.5127 0.548619 0.132062
40 15.4648 0.553726 0.278693
50 15.4938 0.55063 0.0896167
60 15.4938 0.55063 0.113847
70 15.4645 0.55376 0.0693905
80 15.4289 0.557603 0.150931
90 15.4289 0.557603 0.121554
100 15.4309 0.557386 0.134069
110 15.4309 0.557386 0.0453929
120 15.3668 0.564388 0.154301
130 15.3668 0.564388 0.0561101
140 15.3369 0.567695 0.0821628
150 15.3333 0.568102 0.00973853
160 15.2824 0.573796 0.10447
170 15.2824 0.573796 0.0757219
180 15.2288 0.579873 0.213497
190 15.2386 0.578754 0.0717983
200 15.232 0.579505 0.0197647
210 15.1609 0.587699 0.204378
220 15.1543 0.588463 0.0830225
230 15.1543 0.588463 0.00122729
240 15.1551 0.588371 -0.067818
250 15.1467 0.589357 0.0405134
260 15.0526 0.600482 0.342211
270 15.0526 0.600482 0.137844
280 15.0526 0.600482 0.0876158
290 15.0197 0.604433 0.0645748
300 15.0197 0.604433 -0.00713572
310 14.9804 0.609195 0.104912
320 14.9402 0.614135 0.117929
330 14.917 0.616998 0.0288753
340 14.9239 0.616145 0.0465727
350 14.874 0.622369 0.0972267
360 14.874 0.622369 0.0923074
370 14.8277 0.628219 0.18323
380 14.8507 0.625295 -0.00683457
390 14.8403 0.626615 0.00725526
400 14.7987 0.631922 0.0425318
410 14.7987 0.631922 -0.012925
420 14.745 0.638849 0.100917
430 14.7038 0.644233 0.271108
440 14.7088 0.643579 0.157857
450 14.6834 0.646921 0.123259
460 14.6834 0.646921 0.048382
470 14.6834 0.646921 -0.00940052
480 14.6834 0.646921 0.0302152
490 14.6834 0.646921 -0.0635886
500 14.6236 0.654894 0.0969616
510 14.6236 0.654894 0.0166462
520 14.6236 0.654894 0.0351681
530 14.554 0.664325 0.323686
540 14.5611 0.663353 0.154448
550 14.5706 0.662062 0.0728884
560 14.5056 0.671001 0.294342
570 14.5056 0.671001 0.180797
580 14.5056 0.671001 0.177119
590 14.5056 0.671001 0.129879
600 14.4948 0.672499 0.152713
610 14.4819 0.674293 0.231956
620 14.4819 0.674293 0.138956
630 14.4857 0.673769 0.0782408
640 14.4857 0.673769 0.0653448
650 14.4756 0.675175 0.106475
660 14.4756 0.675175 0.0119707
670 14.4527 0.678389 0.134059
680 14.4527 0.678389 0.0977837
690 14.4527 0.678389 0.0798008
700 14.4494 0.678853 0.00321689
710 14.4284 0.681828 0.0901085
720 14.3991 0.686001 0.258544
730 14.3991 0.686001 0.168989
740 14.4014 0.685665 0.183359
750 14.4014 0.685665 0.0393249
760 14.4014 0.685665 0.00787228
770 14.3794 0.688825 0.272118
780 14.3794 0.688825 0.156346
790 14.3642 0.691016 0.0501284
800 14.3688 0.690344 0.0171984
810 14.3688 0.690344 0.0473119
820 14.3688 0.690344 0.0734318
830 14.343 0.694088 0.0910919
840 14.3127 0.698491 0.217317
850 14.3127 0.698491 0.154254
860 14.3127 0.698491 0.0603936
870 14.3127 0.698491 0.0895822
880 14.2505 0.707692 0.322988
890 14.2604 0.706205 0.196509
900 14.2604 0.706205 0.13777
910 14.2605 0.706196 0.18366
920 14.2605 0.706196 0.178527
930 14.2605 0.706196 0.0030973
940 14.2585 0.706488 0.196217
950 14.2545 0.707095 0.151206
960 14.2545 0.707095 0.0972712
970 14.2136 0.713211 0.239806
980 14.255 0.707018 0.202969
990 14.2338 0.710176 0.159884
1000 14.2338 0.710176 0.0482281
1010 14.2277 0.711095 0.12062
1020 14.2277 0.711095 0.0641905
1030 14.2277 0.711095 0.0129683
1040 14.1801 0.718273 0.121369
1050 14.1717 0.719553 0.248815
1060 14.1794 0.718377 0.164894
1070 14.1794 0.718377 0.111302
1080 14.1794 0.718377 0.0969447
1090 14.1946 0.716078 0.0235991
1100 14.1806 0.718195 0.150447
1110 14.1806 0.718195 0.0781478
1120 14.1806 0.718195 0.0941997
1130 14.1785 0.718521 0.00710243
1140 14.1828 0.717862 0.0801229
1150 14.1863 0.717338 0.0505233
1160 14.1863 0.717338 -0.0551082
1170 14.1441 0.723781 0.140765
1180 14.1441 0.723781 0.181007
1190 14.1441 0.723781 0.0691597
1200 14.1441 0.723781 0.063744
1210 14.147 0.723334 0.0385191
1220 14.1201 0.727471 0.0614576
1230 14.1201 0.727471 0.0554939
1240 14.0975 0.730982 0.194985
1250 14.0466 0.738958 0.34541
1260 14.0407 0.739888 0.362959
1270 14.0392 0.740122 0.19816
1280 14.0392 0.740122 0.205987
1290 14.0592 0.736971 0.1636
1300 14.0897 0.732198 0.0818067
1310 14.0473 0.738843 0.301686
1320 14.0473 0.738843 0.0855297
1330 14.026 0.742212 0.246695
1340 14.026 0.742212 0.277825
1350 14.0121 0.744419 0.289105
1360 14.0121 0.744419 0.245249
1370 14.0121 0.744419 0.199838
1380 14.0121 0.744419 0.193767
1390 14.0121 0.744419 0.114246
1400 13.9844 0.748864 0.201864
1410 13.9864 0.748527 0.0305106
1420 13.9864 0.748527 0.167738
1430 13.9864 0.748527 0.0786071
1440 13.9864 0.748527 0.0886253
1450 13.9794 0.74966 0.0636325
1460 13.9794 0.74966 0.182563
1470 13.9916 0.747706 0.000584006
1480 13.9604 0.752724 0.226215
1490 13.9829 0.7491 0.172002
1500 13.9721 0.750832 0.241269
1510 13.9721 0.750832 0.226267
1520 13.9525 0.753999 0.308129
1530 13.9828 0.749114 0.122093
1540 13.9828 0.749114 0.0665338
1550 13.9828 0.749114 -0.080572
1560 13.9653 0.75193 0.0752671
1570 13.9444 0.755316 0.0455065
1580 13.9444 0.755316 0.124774
1590 13.9276 0.758054 0.206142
1600 13.9312 0.757463 0.205805
1610 13.9318 0.757367 0.221022
1620 13.9318 0.757367 0.16435
1630 13.9318 0.757367 0.207531
1640 13.9318 0.757367 0.120077
1650 13.9318 0.757367 0.112451
1660 13.9125 0.76053 0.200839
1670 13.9071 0.761421 0.27572
1680 13.9513 0.754204 0.0440989
1690 13.9513 0.754204 -0.0853445
1700 13.923 0.758803 0.00680012
1710 13.915 0.760111 0.0963701
1720 13.9238 0.758683 -0.0850829
1730 13.9143 0.760229 0.153759
1740 13.8869 0.764735 0.209896
1750 13.8869 0.764735 0.194567
1760 13.8869 0.764735 0.122939
1770 13.8869 0.764735 0.123213
1780 13.8632 0.768664 0.164705
1790 13.8632 0.768664 0.17869
1800 13.8632 0.768664 0.145896
1810 13.8685 0.767783 0.24273
1820 13.9328 0.757211 0.0092324
1830 13.8718 0.767234 0.247409
1840 13.8931 0.763722 0.117406
1850 13.8777 0.76626 0.148832
1860 13.8777 0.76626 0.145532
1870 13.8989 0.762766 -0.0556638
1880 13.8779 0.766233 0.042623
1890 13.8779 0.766233 0.00605696
1900 13.8779 0.766233 0.0308304
1910 13.8684 0.767803 0.0325661
1920 13.8687 0.76776 -0.0567809
1930 13.8687 0.76776 0.101938
1940 13.8537 0.770255 0.17559
1950 13.8537 0.770255 0.116357
1960 13.8177 0.77628 0.324882
1970 13.8177 0.77628 0.245011
1980 13.8308 0.774082 0.0707784
1990 13.8582 0.769504 0.0443711
