#step  box_length  density  pressure
0 15.4933 0.550683 1.82099
10 15.184 0.585024 4.24698
20 15.0335 0.602769 4.8705
30 15.0335 0.602769 4.22804
40 14.8761 0.622104 4.57876
50 14.7495 0.638258 4.93972
60 14.6613 0.649848 5.14027
70 14.6613 0.649848 4.53527
80 14.5019 0.671518 5.26273
90 14.5262 0.668151 4.60558
100 14.5053 0.671036 4.32252
110 14.4535 0.678281 4.3959
120 14.364 0.691045 4.95099
130 14.3654 0.690842 4.62031
140 14.2952 0.701069 4.9943
150 14.2952 0.701069 4.67497
160 14.2526 0.707376 4.80281
170 14.2101 0.713743 4.79927
180 14.2037 0.714701 4.58386
190 14.171 0.71966 4.79115
200 14.1344 0.725266 4.61413
210 14.097 0.731049 4.80017
220 14.0935 0.731598 4.88387
230 14.0935 0.731598 4.70836
240 14.0542 0.737752 5.01249
250 14.0542 0.737752 4.96178
260 13.975 0.750365 5.29356
270 13.9979 0.746691 4.97268
280 13.9954 0.74709 4.63767
290 13.9719 0.750865 4.77683
300 13.9623 0.752415 4.54671
310 13.9623 0.752415 4.74031
320 13.8978 0.762937 5.04653
330 13.899 0.76274 4.88626
340 13.8646 0.768437 5.20852
350 13.8646 0.768437 5.13923
360 13.8646 0.768437 5.06579
370 13.8646 0.768437 4.66625
380 13.8646 0.768437 4.87933
390 13.8459 0.771547 4.85895
400 13.823 0.775398 5.12259
410 13.8225 0.775487 4.86582
420 13.8225 0.775487 5.0101
430 13.8225 0.775487 5.03259
440 13.8225 0.775487 4.8562
450 13.8532 0.770333 4.49059
460 13.8183 0.776178 4.87941
470 13.8183 0.776178 4.82872
480 13.8183 0.776178 4.79513
490 13.7965 0.779864 5.03751
500 13.7894 0.78108 5.07226
510 13.7894 0.78108 4.81274
520 13.7954 0.780064 4.98398
530 13.7917 0.780689 4.88847
540 13.7667 0.784954 5.14732
550 13.7667 0.784954 4.8024
560 13.7987 0.779493 4.93317
570 13.7923 0.780577 5.00724
580 13.7923 0.780577 4.92271
590 13.7923 0.780577 4.91784
600 13.7923 0.780577 5.14734
610 13.8253 0.775007 4.50068
620 13.8253 0.775007 4.79584
630 13.7973 0.77973 4.61734
640 13.7486 0.788044 5.16227
650 13.7486 0.788044 4.9547
660 13.7496 0.78788 5.03901
670 13.782 0.78234 4.64369
680 13.7592 0.786237 5.21314
690 13.8009 0.779124 4.74504
700 13.8009 0.779124 4.99031
710 13.8009 0.779124 4.56226
720 13.7972 0.779757 4.66102
730 13.7972 0.779757 4.83523
740 13.7759 0.783368 5.21621
750 13.7759 0.783368 4.95551
760 13.7759 0.783368 4.9055
770 13.7759 0.783368 4.97607
780 13.786 0.781661 4.84101
790 13.786 0.781661 4.83943
800 13.786 0.781661 4.82655
810 13.7633 0.785526 5.07347
820 13.765 0.785243 4.89437
830 13.7249 0.792145 5.15381
840 13.7249 0.792145 5.02302
850 13.7797 0.782721 4.66758
860 13.769 0.784557 4.94617
870 13.769 0.784557 4.99412
880 13.725 0.792124 5.29665
890 13.7686 0.784618 5.07647
900 13.7686 0.784618 5.00863
910 13.7686 0.784618 4.90901
920 13.7686 0.784618 4.84748
930 13.7686 0.784618 5.13715
940 13.7686 0.784618 4.90063
950 13.7431 0.789005 5.07761
960 13.7779 0.783038 4.70735
970 13.7779 0.783038 5.05463
980 13.7533 0.787242 5.11148
990 13.7844 0.781929 4.78028
1000 13.7844 0.781929 4.8565
1010 13.7756 0.783425 4.98285
1020 13.7756 0.783425 5.12378
1030 13.7658 0.785108 5.01641
1040 13.7658 0.785108 4.95518
1050 13.7614 0.785861 5.07884
1060 13.8021 0.778926 4.52111
1070 13.8021 0.778926 4.71698
1080 13.8021 0.778926 4.89397
1090 13.7856 0.781716 4.72193
1100 13.7856 0.781716 5.03083
1110 13.7856 0.781716 4.92825
1120 13.7397 0.789587 5.39853
1130 13.7397 0.789587 5.07677
1140 13.7397 0.789587 5.0761
1150 13.7144 0.793953 5.29013
1160 13.7524 0.787394 4.86117
1170 13.7524 0.787394 4.83106
1180 13.7275 0.791687 5.08775
1190 13.7275 0.791687 4.94146
1200 13.6991 0.796633 5.26961
1210 13.7511 0.787617 4.75243
1220 13.7129 0.794217 5.16433
1230 13.7129 0.794217 5.10883
1240 13.7373 0.789996 5.06163
1250 13.7373 0.789996 5.04695
1260 13.7276 0.791673 5.35329
1270 13.7485 0.788074 4.90841
1280 13.7485 0.788074 4.83896
1290 13.7485 0.788074 4.82844
1300 13.7485 0.788074 4.83266
1310 13.7485 0.788074 4.79962
1320 13.7699 0.784406 4.83897
1330 13.7345 0.79048 5.1499
1340 13.777 0.783181 4.77406
1350 13.7473 0.788268 5.01896
1360 13.7473 0.788268 5.2148
1370 13.7473 0.788268 5.35349
1380 13.7473 0.788268 4.90978
1390 13.742 0.789186 5.0194
1400 13.736 0.79022 5.13524
1410 13.7449 0.788689 5.03935
1420 13.7449 0.788689 4.94729
1430 13.7312 0.791045 5.16358
1440 13.7234 0.792403 5.16373
1450 13.7234 0.792403 5.08871
1460 13.7234 0.792403 5.20658
1470 13.7492 0.787947 4.82831
1480 13.7756 0.783422 4.98384
1490 13.7756 0.783422 5.14482
1500 13.7655 0.78515 5.08135
1510 13.7557 0.786827 4.99575
1520 13.7557 0.786827 4.8697
1530 13.7515 0.787553 4.99725
1540 13.7594 0.786192 4.97155
1550 13.7594 0.786192 4.81373
1560 13.7594 0.786192 4.62042
1570 13.7736 0.783769 4.97766
1580 13.7736 0.783769 5.02484
1590 13.7707 0.784256 4.84589
1600 13.7707 0.784256 5.08035
1610 13.7565 0.786702 4.98789
1620 13.7545 0.787029 4.89632
1630 13.7545 0.787029 4.86059
1640 13.7266 0.791846 5.05788
1650 13.7266 0.791846 5.01105
1660 13.7455 0.788587 5.23431
1670 13.7455 0.788587 5.12798
1680 13.7455 0.788587 5.09595
1690 13.7455 0.788587 5.1015
1700 13.7455 0.788587 5.0269
1710 13.7455 0.788587 5.14166
1720 13.7455 0.788587 5.19862
1730 13.7455 0.788587 5.2776
1740 13.7946 0.780192 4.77103
1750 13.7946 0.780192 4.73601
1760 13.7205 0.792909 5.23024
1770 13.7301 0.791248 5.09583
1780 13.717 0.793508 5.37411
1790 13.717 0.793508 5.31454
1800 13.7156 0.793745 5.38383
1810 13.7375 0.789965 5.35753
1820 13.7662 0.785027 4.66982
1830 13.6878 0.798601 5.29197
1840 13.6956 0.797233 5.18722
1850 13.7086 0.794964 4.93785
1860 13.6921 0.797855 5.27763
1870 13.6921 0.797855 5.38818
1880 13.7048 0.795639 5.12269
1890 13.7048 0.795639 5.16769
1900 13.7208 0.792844 4.90634
1910 13.7257 0.791996 5.13491
1920 13.7257 0.791996 5.2418
1930 13.7478 0.788191 4.84041
1940 13.7478 0.788191 5.21624
1950 13.8027 0.778828 4.79419
1960 13.7965 0.779864 4.88638
1970 13.7965 0.779864 4.99273
1980 13.7963 0.779909 4.72165
1990 13.743 0.789012 4.99817
2000 13.7246 0.79219 5.10572
2010 13.7246 0.79219 4.96484
2020 13.6883 0.798514 5.19684
